date,ahire-big_avg_retail_price,ahire-big_avg_wholesale_price,ahire-small_avg_retail_price,ahire-small_avg_wholesale_price,boal-big_avg_retail_price,boal-big_avg_wholesale_price,boal-small_avg_retail_price,boal-small_avg_wholesale_price,chitol-(big)_avg_retail_price,chitol-(big)_avg_wholesale_price,chitol-(small)_avg_retail_price,chitol-(small)_avg_wholesale_price,dried kachki_avg_retail_price,dried kachki_avg_wholesale_price,dried laitta_avg_retail_price,dried laitta_avg_wholesale_price,dried puti_avg_retail_price,dried puti_avg_wholesale_price,dried rupchanda_avg_retail_price,dried rupchanda_avg_wholesale_price,dried shrimp_avg_retail_price,dried shrimp_avg_wholesale_price,dried surma_avg_retail_price,dried surma_avg_wholesale_price,grass carp_avg_retail_price,grass carp_avg_wholesale_price,hilsha_avg_retail_price,hilsha_avg_wholesale_price,kai_avg_retail_price,kai_avg_wholesale_price,katla (local)_avg_retail_price,katla (local)_avg_wholesale_price,katla-big (above 5 kg)_avg_retail_price,katla-big (above 5 kg)_avg_wholesale_price,katla-imported_avg_retail_price,katla-imported_avg_wholesale_price,katla-medium (2.50-4.50 kg)_avg_retail_price,katla-medium (2.50-4.50 kg)_avg_wholesale_price,katla-small (1.50-2.00 kg)_avg_retail_price,katla-small (1.50-2.00 kg)_avg_wholesale_price,koral_avg_retail_price,koral_avg_wholesale_price,magur_avg_retail_price,magur_avg_wholesale_price,mregal-big_avg_retail_price,mregal-big_avg_wholesale_price,mregal-small_avg_retail_price,mregal-small_avg_wholesale_price,pangash (big)_avg_retail_price,pangash (big)_avg_wholesale_price,pangash (small)_avg_retail_price,pangash (small)_avg_wholesale_price,poah_avg_retail_price,poah_avg_wholesale_price,rita_avg_retail_price,rita_avg_wholesale_price,ruhi (imported) big (above 5 kg)_avg_retail_price,ruhi (imported) big (above 5 kg)_avg_wholesale_price,ruhi (imported) medium (2.50-4.50 kg)_avg_retail_price,ruhi (imported) medium (2.50-4.50 kg)_avg_wholesale_price,ruhi (imported) small (1.50-2.00 kg)_avg_retail_price,ruhi (imported) small (1.50-2.00 kg)_avg_wholesale_price,ruhi (local) - medium (2.50-4.50 kg)_avg_retail_price,ruhi (local) - medium (2.50-4.50 kg)_avg_wholesale_price,ruhi (local) - small (1.50-2.00 kg)_avg_retail_price,ruhi (local) - small (1.50-2.00 kg)_avg_wholesale_price,ruhi (local) big (above 5 kg)_avg_retail_price,ruhi (local) big (above 5 kg)_avg_wholesale_price,rupchanda_avg_retail_price,rupchanda_avg_wholesale_price,salted hilsha_avg_retail_price,salted hilsha_avg_wholesale_price,shrimp bagda_avg_retail_price,shrimp bagda_avg_wholesale_price,shrimp golda_avg_retail_price,shrimp golda_avg_wholesale_price,shrimp-small_avg_retail_price,shrimp-small_avg_wholesale_price,silver carp_avg_retail_price,silver carp_avg_wholesale_price,singhi_avg_retail_price,singhi_avg_wholesale_price,telapia_nilotica_avg_retail_price,telapia_nilotica_avg_wholesale_price
2013-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,71000.0,210.0,,,,,,230.0,23000.0,,,245.0,24500.0,,,,,,,,,,,135.0,11000.0,,,,,,,,23000.0,230.0,,,,250.0,25000.0,,,,,,,,,,,330.0,28000.0,145.0,13000.0,,,140.0,13000.0
2013-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,73000.0,210.0,,,,,,230.0,23000.0,,,242.5,24000.0,,,,,,,,,,,130.0,12000.0,,,,,,,,23000.0,230.0,,,,245.0,24500.0,,,,,,,,,,,330.0,28000.0,140.0,13000.0,,,140.0,13000.0
2013-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,72000.0,210.0,,,,,,230.0,23000.0,,,250.0,24000.0,,,,,,,,,,,130.0,12000.0,,,,,,,,23500.0,230.0,,,,250.0,24500.0,,,,,,,,,,,330.0,30000.0,140.0,13000.0,,,140.0,13000.0
2013-01-16,,,408.0,27167.0,600.0,,327.5,14710.0,,,,,512.5,,475.0,,525.0,,,,500.0,8000.0,,,153.0,18000.0,563.0,63500.0,246.0,15295.0,172.5,18333.0,,,230.0,23000.0,274.5,16220.0,219.0,21480.0,,35000.0,564.0,32250.0,182.0,17750.0,156.0,13517.0,116.0,11010.0,101.0,8989.0,155.0,14000.0,,,,,237.0,18883.0,201.0,17916.0,316.0,28667.0,237.5,23875.0,,,,,650.0,,550.0,,495.0,51000.0,321.5,26000.0,134.5,13979.0,543.0,47000.0,134.5,12780.0
2013-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,72000.0,210.0,,,,,,230.0,23500.0,,,242.5,24500.0,,,,,,,,,,,130.0,11000.0,,,,,,,,24000.0,230.0,,,,245.0,25000.0,,,,,,,,,,,330.0,30000.0,135.0,13000.0,,,145.0,13000.0
2013-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,50000.0,210.0,,,,,,222.5,18000.0,,,237.5,20000.0,,,,,,,,,,,130.0,11000.0,,,,,,,,19000.0,225.0,,,,240.0,20000.0,,,,,,,,,,,330.0,28000.0,130.0,13000.0,,,140.0,12000.0
2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,54000.0,210.0,,,,,,222.5,20000.0,,,237.5,22000.0,,,,,,,,,,,130.0,12000.0,,,,,,,,21000.0,225.0,,,,240.0,22000.0,,,,,,,,,,,330.0,30000.0,130.0,13500.0,,,140.0,12000.0
2013-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,58000.0,210.0,,,,,,222.5,21000.0,,,237.5,22000.0,,,,,,,,,,,130.0,12000.0,,,,,,,,22000.0,225.0,,,,240.0,23000.0,,,,,,,,,,,330.0,30000.0,145.0,13000.0,,,140.0,12000.0
2013-01-23,,,408.0,40500.0,550.0,,327.5,29000.0,,,,,512.5,,475.0,,525.0,,,,500.0,8000.0,,,153.0,16600.0,561.0,67143.0,233.0,20333.0,175.0,18333.0,,,222.5,21000.0,284.0,20700.0,221.5,21413.0,,35000.0,580.0,48000.0,183.5,18250.0,157.5,14818.0,116.5,11357.0,101.5,9219.0,150.0,14000.0,,,,,242.0,23625.0,200.0,20000.0,320.0,28667.0,251.5,23833.0,,,,,650.0,,550.0,,495.0,51000.0,321.5,25333.0,134.0,13900.0,554.0,47000.0,134.0,12907.0
2013-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,62000.0,210.0,,,,,,222.5,21000.0,,,237.5,22500.0,,,,,,,,,,,130.0,12000.0,,,,,,,,22000.0,225.0,,,,240.0,24000.0,,,,,,,,,,,330.0,30000.0,145.0,12500.0,,,140.0,12000.0
2013-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,55000.0,210.0,,,,,,222.5,21000.0,,,237.5,21000.0,,,,,,,,,,,130.0,12000.0,,,,,,,,22000.0,225.0,,,,240.0,22000.0,,,,,,,,,,,330.0,30000.0,145.0,13000.0,,,140.0,12000.0
2013-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,56000.0,210.0,,,,,,222.5,22000.0,,,237.5,22000.0,,,,,,,,,,,130.0,12000.0,,,,,,,,23000.0,225.0,,,,240.0,23000.0,,,,,,,,,,,330.0,30000.0,145.0,13000.0,,,140.0,12000.0
2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,55000.0,225.0,,,,,,222.5,22000.0,,,240.0,22500.0,,,,,,,,,,,135.0,13000.0,,,,,,,,23000.0,225.0,,,,240.0,23000.0,,,,,,,,,,,330.0,30000.0,140.0,13000.0,,,140.0,13000.0
2013-01-30,,,413.5,40500.0,550.0,,321.5,29000.0,,,,,600.0,,500.0,,650.0,,,,600.0,8000.0,,,146.0,15667.0,569.0,66750.0,240.0,23500.0,175.0,18333.0,,,222.5,22000.0,282.0,20700.0,217.5,21356.0,,35000.0,580.0,48000.0,180.0,17800.0,157.0,14667.0,115.5,11389.0,102.5,9306.0,150.0,14000.0,,,,,243.0,23875.0,202.0,20143.0,324.0,28667.0,249.0,23735.0,,,,,650.0,,550.0,,495.0,51000.0,321.5,25333.0,135.0,13980.0,548.0,47000.0,133.5,13106.0
2013-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,55000.0,225.0,,,,,,222.5,22000.0,,,240.0,23000.0,,,,,,,,,,,135.0,13000.0,,,,,,,,24000.0,225.0,,,,240.0,24000.0,,,,,,,,,,,330.0,30000.0,140.0,13000.0,,,140.0,13000.0
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,65000.0,225.0,,,,,,240.0,22000.0,,,240.0,23000.0,,,,,,,,,,,135.0,13000.0,,,,,,,,23000.0,225.0,,,,240.0,22000.0,,,,,,,,,,,330.0,28000.0,160.0,13000.0,,,150.0,13000.0
2013-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,65000.0,225.0,,,,,,230.0,22000.0,,,240.0,23000.0,,,,,,,,,,,135.0,13000.0,,,,,,,,23000.0,225.0,,,,240.0,22000.0,,,,,,,,,,,330.0,28000.0,160.0,13000.0,,,150.0,13000.0
2013-02-06,,,446.5,44500.0,550.0,,340.0,29000.0,,,,,600.0,,500.0,,550.0,,,,525.0,8000.0,,,148.0,15667.0,608.0,61000.0,225.5,23667.0,190.0,16000.0,,,230.0,22500.0,279.5,20825.0,214.5,21575.0,,,580.0,48000.0,179.0,17667.0,154.0,14364.0,115.0,11500.0,101.0,9267.0,150.0,14000.0,,,,,244.0,23875.0,206.0,21143.0,325.0,28667.0,250.0,23567.0,,,,,600.0,,550.0,,512.5,53500.0,340.0,26000.0,138.5,14050.0,554.0,47000.0,138.5,13479.0
2013-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,65000.0,220.0,,,,,,230.0,22500.0,,,240.0,23000.0,,,,,,,,,,,135.0,13000.0,,,,,,,,23000.0,225.0,,,,240.0,25000.0,,,,,,,,,,,330.0,30000.0,160.0,13000.0,,,150.0,14000.0
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,70000.0,220.0,,,,,,230.0,22500.0,,,240.0,23000.0,,,,,,,,,,,135.0,13500.0,,,,,,,,24000.0,230.0,,,,240.0,24000.0,,,,,,,,,,,330.0,32000.0,160.0,14000.0,,,150.0,14000.0
2013-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,70000.0,220.0,,,,,,230.0,23000.0,,,230.0,23000.0,,,,,,,,,,,135.0,13500.0,,,,,,,,24000.0,230.0,,,,240.0,24000.0,,,,,,,,,,,325.0,32000.0,160.0,14000.0,,,150.0,14000.0
2013-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-13,,,443.5,44500.0,525.0,,334.0,29000.0,,,,,600.0,,500.0,,650.0,,,,600.0,8000.0,,,156.0,16600.0,593.0,59000.0,226.5,24333.0,200.0,16000.0,,,,,278.5,20825.0,212.0,21347.0,,,580.0,48000.0,182.0,18000.0,163.5,14600.0,119.5,11444.0,100.5,8907.0,150.0,14000.0,,,,,243.0,22625.0,202.5,21143.0,305.0,28667.0,254.0,23393.0,,,,,600.0,,550.0,,530.0,54500.0,350.0,26000.0,137.0,14131.0,554.0,47000.0,139.5,13362.0
2013-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,68000.0,220.0,,,,,,230.0,22500.0,,,235.0,23000.0,,,,,,,,,,,135.0,13500.0,,,,,,,,24000.0,235.0,,,,240.0,22500.0,,,,,,,,,,,325.0,32000.0,160.0,14000.0,,,150.0,14000.0
2013-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,775.0,80000.0,225.0,,,,,,245.0,23500.0,,,250.0,24000.0,,,,,,,,,,,145.0,14000.0,,,,,,,,24000.0,235.0,,,,245.0,22500.0,,,,,,,,,,,340.0,32000.0,165.0,15000.0,,,150.0,15000.0
2013-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,750.0,78000.0,225.0,,,,,,235.0,23500.0,,,250.0,24000.0,,,,,,,,,,,145.0,14000.0,,,,,,,,24000.0,235.0,,,,245.0,24000.0,,,,,,,,,,,340.0,32000.0,165.0,15000.0,,,160.0,15000.0
2013-02-20,,,455.0,44500.0,650.0,60000.0,340.0,29500.0,,,,,600.0,,500.0,,650.0,,,,600.0,8000.0,,,167.5,17167.0,585.5,59243.0,205.0,18000.0,200.0,16000.0,,,235.0,23000.0,283.0,21200.0,218.0,19880.0,,,566.5,50000.0,179.0,14636.0,168.5,13833.0,120.5,10402.0,101.0,8746.0,150.0,14000.0,,,,,242.5,22750.0,212.0,20000.0,305.0,28667.0,254.5,22648.0,,,,,650.0,,550.0,,530.0,54500.0,345.0,29000.0,140.5,13280.0,487.5,45000.0,140.0,12663.0
2013-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,70000.0,215.0,,,,,,235.0,23000.0,,,250.0,23000.0,,,,,,,,,,,145.0,14000.0,,,,,,,,24000.0,235.0,,,,160.0,24000.0,,,,,,,,,,,375.0,32000.0,165.0,15000.0,,,160.0,15000.0
2013-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,70000.0,225.0,,,,,,235.0,23000.0,,,250.0,24000.0,,,,,,,,,,,145.0,15000.0,,,,,,,,24000.0,235.0,,,,160.0,25000.0,,,,,,,,,,,385.0,32000.0,165.0,15500.0,,,160.0,16000.0
2013-02-27,,,455.0,44500.0,,,353.5,29000.0,,,,,550.0,,500.0,,650.0,,,,600.0,8000.0,,,155.0,16200.0,616.5,59450.0,238.0,24000.0,200.0,16000.0,,,235.0,24000.0,291.5,27167.0,219.5,19992.0,,,581.5,48000.0,181.5,14636.0,153.5,12907.0,119.0,10160.0,102.5,8828.0,150.0,14000.0,,,,,243.0,22900.0,212.0,19400.0,306.0,32000.0,237.5,22560.0,,,,,650.0,,550.0,,530.0,54500.0,365.0,30500.0,139.0,13304.0,520.0,47000.0,138.0,12756.0
2013-02-28,,,,,650.0,60000.0,300.0,30000.0,,,,,,,,,,,,,,,,,210.0,20000.0,537.5,59000.0,225.0,20000.0,,,,,235.0,24000.0,,28000.0,202.5,23500.0,,,550.0,,,,190.0,18000.0,135.0,12000.0,122.5,12000.0,,,,,,,,24000.0,230.0,21000.0,,,222.5,25500.0,,,,,,,,,,,375.0,36000.0,142.5,13500.0,425.0,40000.0,145.0,13500.0
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,,225.0,,,,,,235.0,24000.0,,,250.0,23000.0,,,,,,,,,,,145.0,14000.0,,,,,,,,23000.0,235.0,,,,160.0,25000.0,,,,,,,,,,,375.0,36000.0,165.0,15000.0,,,160.0,15000.0
2013-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,725.0,,225.0,,,,,,235.0,24000.0,,,250.0,24000.0,,,,,,,,,,,145.0,14000.0,,,,,,,,23000.0,235.0,,,,260.0,25000.0,,,,,,,,,,,375.0,36000.0,165.0,16000.0,,,160.0,15000.0
2013-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-06,,,383.5,45000.0,,,365.0,30000.0,,,,,380.0,,480.0,36000.0,420.0,,,,700.0,,,,159.0,17200.0,597.5,51283.0,196.5,16000.0,200.0,16000.0,,,235.0,24000.0,300.5,27500.0,235.0,21086.0,,,575.0,50000.0,183.0,15363.0,165.5,13416.0,123.0,10589.0,104.5,9049.0,155.0,14000.0,,,,,276.5,25000.0,217.0,22800.0,330.0,32000.0,254.5,22980.0,,,,,700.0,,550.0,,490.0,51500.0,345.0,31000.0,147.5,14088.0,550.0,50000.0,144.5,13163.0
2013-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,,225.0,,,,,,235.0,24000.0,,,250.0,24500.0,,,,,,,,,,,145.0,14000.0,,,,,,,,24000.0,235.0,,,,160.0,25000.0,,,,,,,,,,,375.0,33000.0,165.0,16000.0,,,160.0,15000.0
2013-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,70000.0,225.0,,,,,,235.0,24000.0,,,250.0,24500.0,,,,,,,,,,,145.0,14000.0,,,,,,,,24000.0,235.0,,,,160.0,25000.0,,,,,,,,,,,375.0,32000.0,165.0,16000.0,,,160.0,15000.0
2013-03-13,,,383.5,45500.0,,,368.0,31000.0,,,,,380.0,,487.5,,420.0,,,,725.0,,,,160.0,15714.0,652.0,55650.0,247.5,24500.0,230.0,16000.0,,,245.0,24000.0,295.0,27833.0,232.0,21136.0,,,615.0,53000.0,183.0,15363.0,166.0,13416.0,122.0,10765.0,104.5,9046.0,150.0,13000.0,,,,,277.0,25875.0,223.5,20667.0,336.5,33000.0,260.0,23659.0,,,,,750.0,,550.0,,490.0,51500.0,334.0,30000.0,146.0,13989.0,520.0,47000.0,142.0,13094.0
2013-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
